Gene	ModelName	Beta	FDR
ABCE1	OMM25	-2.7148	0
ABCF1	921	-0.94133	0.040336
ABCF1	Mel202	-0.93206	0.040936
ABCF1	Mel270	-0.70133	0.084843
ABCF1	Mel285	-0.50776	0.082902
ABCF1	MP38	-0.50134	0.076923
ABCF1	MP41	-0.55129	0.083499
ABCF1	MP46	-0.20058	0.45652
ABCF1	OMM1	-0.84285	0.036184
ABCF1	OMM23	-0.76406	0.068865
ABCF1	OMM25	-0.79153	0.050815
ABCF2	921	-0.42876	0.46394
ABCF2	Mel202	-0.19592	0.77332
ABCF2	Mel270	-0.21845	0.70795
ABCF2	Mel285	0.1359	0.81212
ABCF2	MP38	-0.14685	0.75909
ABCF2	MP41	-0.020837	0.99104
ABCF2	MP46	0.042362	0.94557
ABCF2	OMM1	-0.069013	0.95138
ABCF2	OMM23	-0.13616	0.84903
ABCF2	OMM25	-0.041233	0.97479
ABCF3	921	0.35768	0.55949
ABCF3	Mel202	-0.022656	0.99736
ABCF3	Mel270	0.15136	0.61558
ABCF3	Mel285	0.13689	0.80948
ABCF3	MP38	0.043553	0.9221
ABCF3	MP41	0.21118	0.26764
ABCF3	MP46	-0.020039	0.96533
ABCF3	OMM1	0.15442	0.56503
ABCF3	OMM23	0.11552	0.70575
ABCF3	OMM25	0.1187	0.72945
ABCG1	921	0.24237	0.7765
ABCG1	Mel202	0.20693	0.4433
ABCG1	Mel270	0.12213	0.71533
ABCG1	Mel285	0.43976	0.051364
ABCG1	MP38	0.095688	0.77168
ABCG1	MP41	0.2016	0.30793
ABCG1	MP46	-0.0060016	0.98382
ABCG1	OMM1	0.19343	0.38513
ABCG1	OMM23	0.27000999999999997	0.090589
ABCG1	OMM25	0.35826	0.025522
ABCG2	921	0.18978	0.85487
ABCG2	Mel202	0.080122	0.83339
ABCG2	Mel270	-0.045379	0.96558
ABCG2	Mel285	0.0074783	0.98612
ABCG2	MP38	-0.018926	0.98837
ABCG2	MP41	0.043096	0.90094
ABCG2	MP46	0.057602	0.90916
ABCG2	OMM1	-0.001493	0.98494
ABCG2	OMM23	0.054795	0.90549
ABCG2	OMM25	0.17653	0.50679
ABCG4	921	0.42302	0.42037
ABCG4	Mel202	0.3199	0.10115
ABCG4	Mel270	0.19271	0.47268
ABCG4	Mel285	0.14774	0.78528
ABCG4	MP38	0.081891	0.81847
ABCG4	MP41	0.13251	0.59013
ABCG4	MP46	0.089697	0.82727
ABCG4	OMM1	0.22728	0.2343
ABCG4	OMM23	0.1653	0.47504
ABCG4	OMM25	0.38494	0.011984
ABCG5	921	0.17967	0.86936
ABCG5	Mel202	0.20138	0.46242
ABCG5	Mel270	0.088455	0.81856
ABCG5	Mel285	0.03733	0.9876
ABCG5	MP38	-0.024287	0.97954
ABCG5	MP41	0.066303	0.83942
ABCG5	MP46	-0.11317	0.76055
ABCG5	OMM1	0.039595	0.9308
ABCG5	OMM23	0.19978	0.31902
ABCG5	OMM25	0.14393	0.64355
ABCG8	921	0.25932	0.74494
ABCG8	Mel202	0.19467	0.48375
ABCG8	Mel270	0.03126	0.92766
ABCG8	Mel285	0.1843	0.69703
ABCG8	MP38	0.062465	0.87529
ABCG8	MP41	0.103	0.7079
ABCG8	MP46	0.16115	0.49038
ABCG8	OMM1	0.019833	0.96279
ABCG8	OMM23	0.18064	0.40647
ABCG8	OMM25	0.10014	0.79218
ABHD1	921	-0.051493	0.935
ABHD1	Mel202	0.048412	0.90033
ABHD1	Mel270	-0.0040826	0.98594
ABHD1	Mel285	0.082739	0.92274
ABHD1	MP38	0.044549	0.91972
ABHD1	MP41	0.13652	0.57689
ABHD1	MP46	-0.024018	0.96108
ABHD1	OMM1	-0.047828	0.97096
ABHD1	OMM23	0.20443	0.29154
ABHD1	OMM25	-0.068053	0.9493
ABHD10	921	-0.0084745	0.97018
ABHD10	Mel202	-0.01342	0.98951
ABHD10	Mel270	-0.26467	0.61983
ABHD10	Mel285	0.04638	0.97505
ABHD10	MP38	0.082068	0.81847
ABHD10	MP41	-0.060393	0.93144
ABHD10	MP46	-0.059721	0.89715
ABHD10	OMM1	-0.034396	0.98487
ABHD10	OMM23	-0.11415	0.87865
ABHD10	OMM25	0.052993	0.9032
ABHD11	921	-0.15901	0.83125
ABHD11	Mel202	-0.22483	0.73347
ABHD11	Mel270	-0.43023	0.35911
ABHD11	Mel285	-0.075609	0.86806
ABHD11	MP38	0.066881	0.86031
ABHD11	MP41	0.040141	0.90719
ABHD11	MP46	-0.013469	0.97385
ABHD11	OMM1	-0.060812	0.96067
ABHD11	OMM23	-0.039476	0.97829
ABHD11	OMM25	-0.033364	0.98401
ABHD12	921	0.30146	0.67062
ABHD12	Mel202	-0.096899	0.9222
ABHD12	Mel270	0.17959	0.51815
ABHD12	Mel285	0.043248	0.97895
ABHD12	MP38	-0.022833	0.98186
ABHD12	MP41	0.093872	0.73956
ABHD12	MP46	0.038369	0.95078
ABHD12	OMM1	0.18291	0.42768
ABHD12	OMM23	0.04289	0.92963
ABHD12	OMM25	0.051257	0.90697
ABHD12B	921	0.027063	0.99636
ABHD12B	Mel202	0.23256	0.35405
ABHD12B	Mel270	0.24574	0.2657
ABHD12B	Mel285	0.12698	0.8366
ABHD12B	MP38	0.21422	0.19686
ABHD12B	MP41	0.11475	0.66385
ABHD12B	MP46	0.21754	0.18133
ABHD12B	OMM1	0.14863	0.59671
ABHD12B	OMM23	0.18372	0.38756
ABHD12B	OMM25	0.27236	0.16182
ABHD13	921	-0.0040139	0.97434
ABHD13	Mel202	0.1487	0.65279
ABHD13	Mel270	0.08024	0.83645
ABHD13	Mel285	-0.053545	0.90675
ABHD13	MP38	-0.0043542	0.99655
ABHD13	MP41	0.044238	0.89768
ABHD13	MP46	0.086715	0.83734
ABHD13	OMM1	0.059398	0.89323
ABHD13	OMM23	0.1268	0.6598
ABHD13	OMM25	0.12542	0.70944
ABHD14A	921	0.18458	0.86147
ABHD14A	Mel202	0.1305	0.7031
ABHD14A	Mel270	0.19384	0.46778
ABHD14A	Mel285	0.097031	0.9027
ABHD14A	MP38	0.19226	0.29304
ABHD14A	MP41	0.051425	0.88016
ABHD14A	MP46	0.047157	0.9358
ABHD14A	OMM1	0.029126	0.94694
ABHD14A	OMM23	0.12261	0.68293
ABHD14A	OMM25	0.095724	0.80678
ABHD14B	921	0.19448	0.84726
ABHD14B	Mel202	0.27274	0.2197
ABHD14B	Mel270	0.15931	0.58854
ABHD14B	Mel285	0.18319	0.6989
ABHD14B	MP38	0.17247	0.40639
ABHD14B	MP41	0.23594	0.17429
ABHD14B	MP46	0.084615	0.84425
ABHD14B	OMM1	0.11086	0.74423
ABHD14B	OMM23	-0.018578	0.99448
ABHD14B	OMM25	0.11154	0.75674
ABHD15	921	0.020764	0.99191
ABHD15	Mel202	-0.1744	0.81389
ABHD15	Mel270	-0.22169	0.70387
ABHD15	Mel285	-0.14098	0.74183
ABHD15	MP38	-0.14889	0.7567
ABHD15	MP41	-0.19904	0.63674
ABHD15	MP46	-0.21028	0.41118
ABHD15	OMM1	-0.20738	0.75317
ABHD15	OMM23	0.036391	0.94391
ABHD15	OMM25	-0.18849	0.77447
ABHD16A	921	-0.0048721	0.97358
ABHD16A	Mel202	0.10163	0.77692
ABHD16A	Mel270	-0.090869	0.89872
ABHD16A	Mel285	0.12283	0.84746
ABHD16A	MP38	0.028742	0.94349
ABHD16A	MP41	-0.0033795	0.98362
ABHD16A	MP46	0.060653	0.9027
ABHD16A	OMM1	0.11871	0.71025
ABHD16A	OMM23	0.047607	0.92269
ABHD16A	OMM25	-0.054328	0.96387
ABHD16B	921	0.42551	0.41542
ABHD16B	Mel202	0.12975	0.70547
ABHD16B	Mel270	0.23249	0.31592
ABHD16B	Mel285	0.15877	0.76617
ABHD16B	MP38	0.061274	0.87868
ABHD16B	MP41	0.04846	0.88709
ABHD16B	MP46	0.031427	0.96087
ABHD16B	OMM1	0.2063	0.3214
ABHD16B	OMM23	0.14037	0.59796
ABHD16B	OMM25	0.23301	0.28386
ABHD17A	921	-0.32404	0.72335
ABHD17A	Mel202	-0.40287	0.59058
ABHD17A	Mel270	-0.018027	0.9889
ABHD17A	Mel285	0.066513	0.96415
ABHD17A	MP38	-0.22918	0.68076
ABHD17A	MP41	0.065482	0.89768
ABHD17A	MP46	0.0095206	0.99575
ABHD17A	OMM1	-0.16275	0.84697
ABHD17A	OMM23	0.18305	0.58535
ABHD17A	OMM25	-0.21273	0.78362
ABHD17B	921	0.1414	0.90731
ABHD17B	Mel202	0.0025989	0.97373
ABHD17B	Mel270	0.17328	0.53728
ABHD17B	Mel285	-0.16561	0.69106
ABHD17B	MP38	-0.12725	0.80826
ABHD17B	MP41	-0.027069	0.98083
ABHD17B	MP46	0.031292	0.96147
ABHD17B	OMM1	-0.040227	0.97858
ABHD17B	OMM23	-0.020921	0.99255
ABHD17B	OMM25	0.012072	0.97009
ABHD17C	921	0.63836	0.075397
ABHD17C	Mel202	-0.014005	0.99006
ABHD17C	Mel270	0.093596	0.80599
ABHD17C	Mel285	0.040135	0.98393
ABHD17C	MP38	0.078731	0.82848
ABHD17C	MP41	0.075682	0.80997
ABHD17C	MP46	0.090821	0.82275
ABHD17C	OMM1	0.053113	0.90593
ABHD17C	OMM23	0.24761	0.14552
ABHD17C	OMM25	-0.031992	0.98457
ABHD2	921	0.35744	0.55969
ABHD2	Mel202	0.1709	0.57199
ABHD2	Mel270	0.18832	0.48764
ABHD2	Mel285	0.23475	0.53403
ABHD2	MP38	0.019117	0.96376
ABHD2	MP41	0.18013	0.40074
ABHD2	MP46	0.050187	0.92839
ABHD2	OMM1	-0.069633	0.94997
ABHD2	OMM23	0.20066	0.3129
ABHD2	OMM25	0.042626	0.92365
ABHD3	921	-0.064133	0.92186
ABHD3	Mel202	-0.037487	0.99161
ABHD3	Mel270	-0.056657	0.94922
ABHD3	Mel285	0.092893	0.90815
ABHD3	MP38	-8.6114e-4	0.99258
ABHD3	MP41	-0.088612	0.88016
ABHD3	MP46	-0.047061	0.92227
ABHD3	OMM1	0.009262	0.9716
ABHD3	OMM23	0.07949	0.83906
ABHD3	OMM25	-0.081729	0.93338
ABHD4	921	0.4223	0.42302
ABHD4	Mel202	-0.022181	0.99736
ABHD4	Mel270	0.011549	0.96269
ABHD4	Mel285	0.25649	0.4631
ABHD4	MP38	0.017082	0.96743
ABHD4	MP41	0.092273	0.74514
ABHD4	MP46	0.11146	0.73925
ABHD4	OMM1	0.067181	0.87762
ABHD4	OMM23	0.16583	0.47254
ABHD4	OMM25	0.0087984	0.9721
ABHD5	921	0.34076	0.64904
ABHD5	Mel202	0.16295	0.66905
ABHD5	Mel270	0.069945	0.8782
ABHD5	Mel285	0.056634	0.96772
ABHD5	MP38	0.13957	0.65136
ABHD5	MP41	0.043932	0.91581
ABHD5	MP46	-0.046764	0.93219
ABHD5	OMM1	0.068689	0.89817
ABHD5	OMM23	0.13552	0.68952
ABHD5	OMM25	0.20638	0.47669
ABHD6	921	0.53975	0.19902
ABHD6	Mel202	0.24193	0.322
ABHD6	Mel270	0.24275	0.27531
ABHD6	Mel285	0.054637	0.96484
ABHD6	MP38	0.022301	0.95655
ABHD6	MP41	0.089956	0.75427
ABHD6	MP46	0.11544	0.72135
ABHD6	OMM1	0.21916	0.26972
ABHD6	OMM23	0.18511	0.38191
ABHD6	OMM25	0.14011	0.65772
ABHD8	921	0.24893	0.76708
ABHD8	Mel202	0.16316	0.5993
ABHD8	Mel270	0.24019	0.28449
ABHD8	Mel285	0.1354	0.81262
ABHD8	MP38	0.03151	0.93943
ABHD8	MP41	-0.1066	0.84567
ABHD8	MP46	0.069427	0.88311
ABHD8	OMM1	-0.027435	0.99059
ABHD8	OMM23	0.12028	0.69157
ABHD8	OMM25	-0.059334	0.95821
ABI1	921	0.14884	0.89977
ABI1	Mel202	0.10323	0.77213
ABI1	Mel270	0.23961	0.28718
ABI1	Mel285	0.064671	0.94726
ABI1	MP38	0.12495	0.65136
ABI1	MP41	0.05964	0.85813
ABI1	MP46	0.048354	0.93219
ABI1	OMM1	0.20287	0.33426
ABI1	OMM23	0.015122	0.97806
ABI1	OMM25	0.11289	0.7515
ABI2	921	0.38936	0.48504
ABI2	Mel202	0.14487	0.66638
ABI2	Mel270	0.10474	0.77339
ABI2	Mel285	-0.059592	0.89753
ABI2	MP38	0.075777	0.83457
ABI2	MP41	0.097845	0.72601
ABI2	MP46	0.062276	0.89995
ABI2	OMM1	0.014731	0.96811
ABI2	OMM23	-0.033748	0.98313
ABI2	OMM25	0.069257	0.8678
ABI3	921	0.26851	0.73259
ABI3	Mel202	0.1785	0.53801
ABI3	Mel270	-0.13206	0.846
ABI3	Mel285	0.12452	0.84286
ABI3	MP38	-0.015411	0.99117
ABI3	MP41	-0.013688	0.99922
ABI3	MP46	0.0091545	0.99074
ABI3	OMM1	-0.045692	0.9716
ABI3	OMM23	0.020413	0.97224
ABI3	OMM25	-0.014618	0.99843
ABI3BP	921	-0.024547	0.95834
ABI3BP	Mel202	-0.088126	0.93527
ABI3BP	Mel270	-0.17057	0.7882
ABI3BP	Mel285	-0.12353	0.779
ABI3BP	MP38	0.03779	0.92866
ABI3BP	MP41	0.066193	0.84002
ABI3BP	MP46	0.10526	0.76806
ABI3BP	OMM1	0.047382	0.91717
ABI3BP	OMM23	0.005779	0.9842
ABI3BP	OMM25	-0.016786	0.99989
ABL1	921	0.21219	0.82318
ABL1	Mel202	0.091192	0.80908
ABL1	Mel270	0.17822	0.52079
ABL1	Mel285	0.080719	0.92424
ABL1	MP38	0.18146	0.3513
ABL1	MP41	0.057791	0.86068
ABL1	MP46	0.040046	0.94855
ABL1	OMM1	0.087257	0.82522
ABL1	OMM23	0.080644	0.83464
ABL1	OMM25	0.10368	0.78267
ABL2	921	0.44238	0.37669
ABL2	Mel202	-0.057107	0.97442
ABL2	Mel270	0.13527	0.6755
ABL2	Mel285	0.35727	0.16607
ABL2	MP38	0.15956	0.463
ABL2	MP41	0.10279	0.7079
ABL2	MP46	0.10621	0.76345
ABL2	OMM1	0.077927	0.84863
ABL2	OMM23	0.16211	0.49079
ABL2	OMM25	0.20337	0.39726
ABLIM1	921	0.26002	0.74327
ABLIM1	Mel202	0.089105	0.81578
ABLIM1	Mel270	0.11461	0.74283
ABLIM1	Mel285	0.17299	0.72594
ABLIM1	MP38	0.16351	0.44392
ABLIM1	MP41	0.095779	0.73022
ABLIM1	MP46	0.11614	0.71914
ABLIM1	OMM1	0.17548	0.4626
ABLIM1	OMM23	0.050479	0.91769
ABLIM1	OMM25	0.1912	0.44778
ABLIM2	921	-0.14761	0.84085
ABLIM2	Mel202	0.14002	0.67711
ABLIM2	Mel270	0.10676	0.7681
ABLIM2	Mel285	0.22787	0.55412
ABLIM2	MP38	-0.15669	0.73933
ABLIM2	MP41	0.046031	0.89229
ABLIM2	MP46	0.025958	0.96812
ABLIM2	OMM1	0.1087	0.75333
ABLIM2	OMM23	0.15835	0.51006
ABLIM2	OMM25	-0.054167	0.9641
ABLIM3	921	0.11015	0.94239
ABLIM3	Mel202	0.14234	0.67341
ABLIM3	Mel270	0.23149	0.3196
ABLIM3	Mel285	-0.046478	0.91685
ABLIM3	MP38	0.037146	0.92944
ABLIM3	MP41	0.056558	0.86505
ABLIM3	MP46	0.10785	0.75856
ABLIM3	OMM1	0.13378	0.6534
ABLIM3	OMM23	0.17073	0.44847
ABLIM3	OMM25	-0.05035	0.96962
ABR	921	-0.037299	0.91925
ABR	Mel202	0.0060171	0.91643
ABR	Mel270	0.12698	0.46778
ABR	Mel285	0.030929	0.98262
ABR	MP38	0.018926	0.92824
ABR	MP41	-0.036677	0.96539
ABR	MP46	0.035854	0.92094
ABR	OMM1	0.067179	0.74465
ABR	OMM23	0.13809	0.28597
ABR	OMM25	0.06628	0.75119
ABRA	921	-0.22562	0.74615
ABRA	Mel202	-0.31735	0.59678
ABRA	Mel270	0.20701	0.41489
ABRA	Mel285	-0.11902	0.78494
ABRA	MP38	-0.061323	0.92443
ABRA	MP41	0.045444	0.89495
ABRA	MP46	-0.029368	0.95275
ABRA	OMM1	-0.059317	0.96263
ABRA	OMM23	0.13432	0.624
ABRA	OMM25	0.086761	0.82873
ABRACL	921	-0.073974	0.92186
ABRACL	Mel202	0.23669	0.42519
ABRACL	Mel270	8.4911e-4	0.98618
ABRACL	Mel285	0.37581	0.21524
ABRACL	MP38	0.080272	0.85044
ABRACL	MP41	0.18042	0.48248
ABRACL	MP46	0.15014	0.63074
ABRACL	OMM1	0.17095	0.57202
ABRACL	OMM23	-0.033456	0.98017
ABRACL	OMM25	0.16175	0.64569
ABT1	921	-0.81247	0.099773
ABT1	Mel202	-1.2338	0.008881
ABT1	Mel270	-0.90446	0.025099
ABT1	Mel285	-0.51114	0.081794
ABT1	MP38	-0.92928	0.003268
ABT1	MP41	-0.75452	0.016097
ABT1	MP46	-0.049413	0.91688
ABT1	OMM1	-1.1093	0.0049505
ABT1	OMM23	-0.82715	0.036571
ABT1	OMM25	-1.2498	0
ABTB1	921	-0.088911	0.89922
ABTB1	Mel202	0.10177	0.77644
ABTB1	Mel270	-0.037191	0.97642
ABTB1	Mel285	0.040004	0.98394
ABTB1	MP38	0.059874	0.88151
ABTB1	MP41	0.036534	0.91527
ABTB1	MP46	-0.12123	0.7358
ABTB1	OMM1	-0.068265	0.9519
ABTB1	OMM23	0.049028	0.92017
ABTB1	OMM25	-0.029163	0.98669
ABTB2	921	0.26215	0.74014
ABTB2	Mel202	0.20622	0.44759
ABTB2	Mel270	0.20272	0.43089
ABTB2	Mel285	-0.087607	0.84478
ABTB2	MP38	0.089729	0.7912
ABTB2	MP41	0.070939	0.82776
ABTB2	MP46	0.07708	0.86322
ABTB2	OMM1	0.12856	0.6735
ABTB2	OMM23	0.18815	0.37057
ABTB2	OMM25	0.16037	0.57444
ACAA1	921	0.4027	0.45806
ACAA1	Mel202	0.17795	0.54076
ACAA1	Mel270	0.10828	0.7644
ACAA1	Mel285	0.29759	0.33399
ACAA1	MP38	0.11599	0.68914
ACAA1	MP41	0.1012	0.7136
ACAA1	MP46	0.050783	0.92598
ACAA1	OMM1	0.064679	0.88502
ACAA1	OMM23	0.15187	0.54284
ACAA1	OMM25	0.042903	0.92337
ACAA2	921	0.0069161	0.98207
ACAA2	Mel202	0.09028	0.81144
ACAA2	Mel270	-0.18376	0.7681
ACAA2	Mel285	-0.023057	0.94368
ACAA2	MP38	-0.073942	0.90845
ACAA2	MP41	-0.016696	0.99758
ACAA2	MP46	-0.085293	0.8428
ACAA2	OMM1	0.068366	0.87564
ACAA2	OMM23	-0.018694	0.99436
ACAA2	OMM25	-0.0039313	0.98519
ACACA	921	0.419	0.42881
ACACA	Mel202	0.24883	0.29034
ACACA	Mel270	-0.10047	0.88523
ACACA	Mel285	-0.26119	0.47036
ACACA	MP38	-0.14586	0.76211
ACACA	MP41	-0.23509	0.56069
ACACA	MP46	-0.07988	0.84953
ACACA	OMM1	-0.42585	0.36103
ACACA	OMM23	-0.10821	0.88931
ACACA	OMM25	-0.047172	0.97009
ACACB	921	0.0684	0.97782
ACACB	Mel202	0.0919	0.80789
ACACB	Mel270	0.10651	0.7686
ACACB	Mel285	0.098862	0.9003
ACACB	MP38	0.094749	0.7767
ACACB	MP41	0.091486	0.74852
ACACB	MP46	0.094415	0.8094
ACACB	OMM1	0.064707	0.88501
ACACB	OMM23	0.092385	0.79658
ACACB	OMM25	0.1513	0.61298
ACAD10	921	0.1374	0.91206
ACAD10	Mel202	-0.27442	0.66853
ACAD10	Mel270	0.015368	0.95745
ACAD10	Mel285	-0.029412	0.9342
ACAD10	MP38	0.017293	0.9672
ACAD10	MP41	-0.17869	0.68412
ACAD10	MP46	-0.05854	0.89989
ACAD10	OMM1	-0.11429	0.89323
ACAD10	OMM23	-0.12735	0.86121
ACAD10	OMM25	-0.013057	0.99774
ACAD11	921	0.24483	0.77226
ACAD11	Mel202	0.21937	0.40011
ACAD11	Mel270	0.21931	0.36768
ACAD11	Mel285	0.10402	0.88881
ACAD11	MP38	0.039154	0.92596
ACAD11	MP41	0.13903	0.56523
ACAD11	MP46	0.080409	0.85155
ACAD11	OMM1	0.2345	0.20835
ACAD11	OMM23	0.12598	0.66603
ACAD11	OMM25	0.16696	0.54083
ACAD8	921	0.15188	0.896
ACAD8	Mel202	0.034303	0.92333
ACAD8	Mel270	-2.5152e-4	0.98049
ACAD8	Mel285	-0.1268	0.77225
ACAD8	MP38	-0.29805	0.3971
ACAD8	MP41	-0.25427	0.53062
ACAD8	MP46	-0.25494	0.23916
ACAD8	OMM1	-0.14262	0.85304
ACAD8	OMM23	-0.071659	0.94085
ACAD8	OMM25	-0.1635	0.81316
ACAD9	921	-0.31834	0.62143
ACAD9	Mel202	-0.9641	0.033084
ACAD9	Mel270	0.055771	0.88231
ACAD9	Mel285	0.05611	0.96228
ACAD9	MP38	-0.0068317	0.99972
ACAD9	MP41	-0.30376	0.43204
ACAD9	MP46	0.013732	0.98372
ACAD9	OMM1	-0.63195	0.12328
ACAD9	OMM23	-0.64742	0.13288
ACAD9	OMM25	-0.33544	0.51626
ACADL	921	0.088145	0.96397
ACADL	Mel202	0.14046	0.67602
ACADL	Mel270	0.26962	0.1838
ACADL	Mel285	0.033718	0.99068
ACADL	MP38	0.11242	0.70458
ACADL	MP41	0.10793	0.68792
ACADL	MP46	0.059161	0.90651
ACADL	OMM1	0.12493	0.68821
ACADL	OMM23	0.17749	0.42039
ACADL	OMM25	0.15279	0.60597
ACADM	921	0.092648	0.95892
ACADM	Mel202	0.1849	0.51979
ACADM	Mel270	0.099237	0.7882
ACADM	Mel285	0.087651	0.91705
ACADM	MP38	0.072968	0.84305
ACADM	MP41	-0.017506	0.99503
ACADM	MP46	-0.026072	0.95993
ACADM	OMM1	0.11618	0.7187
ACADM	OMM23	0.0087628	0.98331
ACADM	OMM25	0.14068	0.65501
ACADS	921	0.21376	0.82033
ACADS	Mel202	0.033539	0.92547
ACADS	Mel270	0.11738	0.73212
ACADS	Mel285	0.026618	0.99568
ACADS	MP38	0.089207	0.79266
ACADS	MP41	0.080455	0.79234
ACADS	MP46	0.11481	0.72486
ACADS	OMM1	0.074036	0.85874
ACADS	OMM23	0.15882	0.50923
ACADS	OMM25	0.061025	0.88572
ACADSB	921	0.082794	0.96768
ACADSB	Mel202	-0.050985	0.97894
ACADSB	Mel270	-0.040311	0.97142
ACADSB	Mel285	0.0029989	0.97998
ACADSB	MP38	0.11933	0.67382
ACADSB	MP41	0.0087001	0.96412
ACADSB	MP46	0.059851	0.9046
ACADSB	OMM1	0.015278	0.96802
ACADSB	OMM23	-0.053949	0.96627
ACADSB	OMM25	0.19562	0.42907
ACADVL	921	0.20581	0.834
ACADVL	Mel202	-0.056265	0.97512
ACADVL	Mel270	0.15317	0.61105
ACADVL	Mel285	0.14235	0.7966
ACADVL	MP38	0.090547	0.78925
ACADVL	MP41	0.10383	0.70502
ACADVL	MP46	0.072507	0.87667
ACADVL	OMM1	0.098445	0.79076
ACADVL	OMM23	0.089391	0.80623
ACADVL	OMM25	0.10352	0.78313
ACAN	921	0.16691	0.88456
ACAN	Mel202	0.053844	0.89262
ACAN	Mel270	0.052395	0.88803
ACAN	Mel285	-0.033151	0.93
ACAN	MP38	0.068152	0.85518
ACAN	MP41	0.080564	0.79153
ACAN	MP46	0.086488	0.83812
ACAN	OMM1	0.019667	0.96279
ACAN	OMM23	0.14938	0.55804
ACAN	OMM25	0.028872	0.94644
ACAP1	921	0.48958	0.28151
ACAP1	Mel202	0.23701	0.33708
ACAP1	Mel270	0.16027	0.58708
ACAP1	Mel285	0.39663	0.092233
ACAP1	MP38	0.12837	0.63318
ACAP1	MP41	0.11681	0.65461
ACAP1	MP46	0.20441	0.2391
ACAP1	OMM1	0.24295	0.18511
ACAP1	OMM23	0.27256	0.088102
ACAP1	OMM25	0.37683	0.016477
ACAP2	921	-0.28793	0.66622
ACAP2	Mel202	0.1712	0.57199
ACAP2	Mel270	0.062015	0.87026
ACAP2	Mel285	-0.099167	0.81786
ACAP2	MP38	-0.069484	0.91269
ACAP2	MP41	0.058087	0.86003
ACAP2	MP46	-0.23285	0.31943
ACAP2	OMM1	0.041081	0.92959
ACAP2	OMM23	-0.1321	0.85449
ACAP2	OMM25	-0.13197	0.85834
ACAP3	921	0.066315	0.97965
ACAP3	Mel202	-0.16456	0.82904
ACAP3	Mel270	-0.032217	0.98335
ACAP3	Mel285	0.16545	0.74711
ACAP3	MP38	-0.041848	0.95159
ACAP3	MP41	-0.12581	0.80324
ACAP3	MP46	0.028796	0.96427
ACAP3	OMM1	-0.14609	0.84867
ACAP3	OMM23	-0.0064593	0.99463
ACAP3	OMM25	-0.039288	0.97785
ACAT1	921	-0.29341	0.65713
ACAT1	Mel202	0.004981	0.97035
ACAT1	Mel270	0.062067	0.87026
ACAT1	Mel285	-0.18218	0.65449
ACAT1	MP38	0.0071618	0.98359
ACAT1	MP41	-0.26205	0.51552
ACAT1	MP46	-0.11242	0.76267
ACAT1	OMM1	-0.053518	0.96761
ACAT1	OMM23	-0.05527	0.96456
ACAT1	OMM25	0.088048	0.82406
ACAT2	921	-0.24995	0.72057
ACAT2	Mel202	-0.083073	0.94105
ACAT2	Mel270	0.19452	0.46467
ACAT2	Mel285	0.23939	0.52255
ACAT2	MP38	0.16295	0.4457
ACAT2	MP41	0.047151	0.8905
ACAT2	MP46	-0.16634	0.58408
ACAT2	OMM1	0.026441	0.95281
ACAT2	OMM23	-0.023441	0.98897
ACAT2	OMM25	0.21248	0.359
ACBD3	921	-0.29771	0.65138
ACBD3	Mel202	0.029771	0.93254
ACBD3	Mel270	0.20643	0.41698
ACBD3	Mel285	-0.096056	0.82696
ACBD3	MP38	0.069233	0.85138
ACBD3	MP41	0.13185	0.59319
ACBD3	MP46	0.22365	0.15385
ACBD3	OMM1	0.24806	0.17157
ACBD3	OMM23	0.17056	0.45
ACBD3	OMM25	0.41141	0.008547
ACBD4	921	0.13133	0.91925
ACBD4	Mel202	0.069355	0.85911
ACBD4	Mel270	0.008602	0.96713
ACBD4	Mel285	-0.0092433	0.96651
ACBD4	MP38	-0.06503	0.9221
ACBD4	MP41	-0.11812	0.82459
ACBD4	MP46	0.0024441	0.99809
ACBD4	OMM1	-9.4519e-4	0.98441
ACBD4	OMM23	0.059347	0.89188
ACBD4	OMM25	0.071134	0.86404
ACBD5	921	0.069522	0.97913
ACBD5	Mel202	0.28249	0.27034
ACBD5	Mel270	0.14847	0.68592
ACBD5	Mel285	0.12513	0.87163
ACBD5	MP38	0.21848	0.27652
ACBD5	MP41	0.16658	0.53556
ACBD5	MP46	0.05922	0.91748
ACBD5	OMM1	0.15786	0.62468
ACBD5	OMM23	0.13838	0.67917
ACBD5	OMM25	0.19483	0.51851
ACBD6	921	0.029065	0.99717
ACBD6	Mel202	0.19895	0.46925
ACBD6	Mel270	0.34056	0.047319
ACBD6	Mel285	0.22501	0.56474
ACBD6	MP38	0.23403	0.12745
ACBD6	MP41	0.27764	0.077083
ACBD6	MP46	0.1545	0.53119
ACBD6	OMM1	0.40214	0.0049505
ACBD6	OMM23	0.24312	0.15034
ACBD6	OMM25	0.16146	0.57112
ACBD7	921	-0.50513	0.36327
ACBD7	Mel202	-0.14916	0.84727
ACBD7	Mel270	0.22077	0.3637
ACBD7	Mel285	0.07998	0.92547
ACBD7	MP38	0.15121	0.51667
ACBD7	MP41	0.12064	0.63813
ACBD7	MP46	0.11634	0.71859
ACBD7	OMM1	0.15494	0.56303
ACBD7	OMM23	-0.071962	0.94072
ACBD7	OMM25	0.11147	0.7571
ACCS	921	0.031964	0.99933
ACCS	Mel202	0.15907	0.61553
ACCS	Mel270	0.080911	0.83523
ACCS	Mel285	-0.12627	0.77307
