Gene stable ID	Gene stable ID version	Gene name	HGNC symbol	HGNC ID
ENSG00000187838	ENSG00000187838.17	PLSCR3	PLSCR3	HGNC:16495
ENSG00000168216	ENSG00000168216.13	LMBRD1	LMBRD1	HGNC:23038
ENSG00000187323	ENSG00000187323.13	DCC	DCC	HGNC:2701
ENSG00000130558	ENSG00000130558.20	OLFM1	OLFM1	HGNC:17187
ENSG00000169217	ENSG00000169217.9	CD2BP2	CD2BP2	HGNC:1656
ENSG00000100206	ENSG00000100206.11	DMC1	DMC1	HGNC:2927
ENSG00000277442	ENSG00000277442.4	NCR1	NCR1	HGNC:6731
ENSG00000148377	ENSG00000148377.6	IDI2	IDI2	HGNC:23487
ENSG00000115423	ENSG00000115423.19	DNAH6	DNAH6	HGNC:2951
ENSG00000278809	ENSG00000278809.4	KIR3DL2	KIR3DL2	HGNC:6339
ENSG00000277140	ENSG00000277140.2	MARF1	MARF1	HGNC:29562
ENSG00000169221	ENSG00000169221.14	TBC1D10B	TBC1D10B	HGNC:24510
ENSG00000264230	ENSG00000264230.9	ANXA8L1	ANXA8L1	HGNC:23334
ENSG00000276761	ENSG00000276761.2	CWC25	CWC25	HGNC:25989
ENSG00000164129	ENSG00000164129.12	NPY5R	NPY5R	HGNC:7958
ENSG00000164123	ENSG00000164123.7	SPMIP2	SPMIP2	HGNC:26342
ENSG00000144847	ENSG00000144847.13	IGSF11	IGSF11	HGNC:16669
ENSG00000166974	ENSG00000166974.13	MAPRE2	MAPRE2	HGNC:6891
ENSG00000038295	ENSG00000038295.8	TLL1	TLL1	HGNC:11843
ENSG00000180269	ENSG00000180269.8	GPR139	GPR139	HGNC:19995
ENSG00000147905	ENSG00000147905.18	ZCCHC7	ZCCHC7	HGNC:26209
ENSG00000278805	ENSG00000278805.1	KIR2DL1	KIR2DL1	HGNC:6329
ENSG00000278145	ENSG00000278145.2	C17orf78	C17orf78	HGNC:26831
ENSG00000276424	ENSG00000276424.4	KIR3DL2	KIR3DL2	HGNC:6339
ENSG00000276625	ENSG00000276625.4	KIR2DL1	KIR2DL1	HGNC:6329
ENSG00000277236	ENSG00000277236.4	CCL14	CCL14	HGNC:10612
ENSG00000204174	ENSG00000204174.8	NPY4R	NPY4R	HGNC:9329
ENSG00000165417	ENSG00000165417.12	GTF2A1	GTF2A1	HGNC:4646
ENSG00000205544	ENSG00000205544.4	TMEM256	TMEM256	HGNC:28618
ENSG00000068697	ENSG00000068697.7	LAPTM4A	LAPTM4A	HGNC:6924
ENSG00000278843	ENSG00000278843.4	MMP28	MMP28	HGNC:14366
ENSG00000165730	ENSG00000165730.16	STOX1	STOX1	HGNC:23508
ENSG00000153551	ENSG00000153551.14	CMTM7	CMTM7	HGNC:19178
ENSG00000159307	ENSG00000159307.20	SCUBE1	SCUBE1	HGNC:13441
ENSG00000169992	ENSG00000169992.10	NLGN2	NLGN2	HGNC:14290
ENSG00000106034	ENSG00000106034.18	CPED1	CPED1	HGNC:26159
ENSG00000274189	ENSG00000274189.4	KIR2DL4	KIR2DL4	HGNC:6332
ENSG00000273947	ENSG00000273947.5	KIR2DL3	KIR2DL3	HGNC:6331
ENSG00000276779	ENSG00000276779.1	KIR2DL4	KIR2DL4	HGNC:6332
ENSG00000082515	ENSG00000082515.18	MRPL22	MRPL22	HGNC:14480
ENSG00000110013	ENSG00000110013.13	SIAE	SIAE	HGNC:18187
ENSG00000172086	ENSG00000172086.9	KRCC1	KRCC1	HGNC:28039
ENSG00000181323	ENSG00000181323.8	SPEM1	SPEM1	HGNC:32429
ENSG00000186812	ENSG00000186812.13	ZNF397	ZNF397	HGNC:18818
ENSG00000276329	ENSG00000276329.5	KIR3DL1	KIR3DL1	HGNC:6338
ENSG00000184731	ENSG00000184731.6	FAM110C	FAM110C	HGNC:33340
ENSG00000184560	ENSG00000184560.8	SPEM2	SPEM2	HGNC:27315
ENSG00000090863	ENSG00000090863.12	GLG1	GLG1	HGNC:4316
ENSG00000107625	ENSG00000107625.14	DDX50	DDX50	HGNC:17906
ENSG00000254656	ENSG00000254656.3	RTL1	RTL1	HGNC:14665
ENSG00000278183	ENSG00000278183.4	ABCC1	ABCC1	HGNC:51
ENSG00000134001	ENSG00000134001.15	EIF2S1	EIF2S1	HGNC:3265
ENSG00000165059	ENSG00000165059.8	PRKACG	PRKACG	HGNC:9382
ENSG00000115507	ENSG00000115507.10	OTX1	OTX1	HGNC:8521
ENSG00000181284	ENSG00000181284.3	TMEM102	TMEM102	HGNC:26722
ENSG00000114487	ENSG00000114487.10	MORC1	MORC1	HGNC:7198
ENSG00000244486	ENSG00000244486.9	SCARF2	SCARF2	HGNC:19869
ENSG00000161958	ENSG00000161958.11	FGF11	FGF11	HGNC:3667
ENSG00000278656	ENSG00000278656.4	KIR3DL2	KIR3DL2	HGNC:6339
ENSG00000196873	ENSG00000196873.16	ZNG1C	ZNG1C	HGNC:18519
ENSG00000186814	ENSG00000186814.15	ZSCAN30	ZSCAN30	HGNC:33517
ENSG00000173960	ENSG00000173960.14	UBXN2A	UBXN2A	HGNC:27265
ENSG00000186952	ENSG00000186952.15	TMEM232	TMEM232	HGNC:37270
ENSG00000100558	ENSG00000100558.9	PLEK2	PLEK2	HGNC:19238
ENSG00000277443	ENSG00000277443.3	MARCKS	MARCKS	HGNC:6759
ENSG00000109943	ENSG00000109943.9	CRTAM	CRTAM	HGNC:24313
ENSG00000172594	ENSG00000172594.13	SMPDL3A	SMPDL3A	HGNC:17389
ENSG00000273510	ENSG00000273510.1	KIR2DL1	KIR2DL1	HGNC:6329
ENSG00000172466	ENSG00000172466.16	ZNF24	ZNF24	HGNC:13032
ENSG00000164114	ENSG00000164114.19	MAP9	MAP9	HGNC:26118
ENSG00000170175	ENSG00000170175.11	CHRNB1	CHRNB1	HGNC:1961
ENSG00000156127	ENSG00000156127.8	BATF	BATF	HGNC:958
ENSG00000171094	ENSG00000171094.18	ALK	ALK	HGNC:427
ENSG00000133460	ENSG00000133460.20	SLC2A11	SLC2A11	HGNC:14239
ENSG00000276833	ENSG00000276833.2	TAF15	TAF15	HGNC:11547
ENSG00000146963	ENSG00000146963.18	LUC7L2	LUC7L2	HGNC:21608
ENSG00000274724	ENSG00000274724.1	KIR3DL3	KIR3DL3	HGNC:16312
ENSG00000166707	ENSG00000166707.12	ZCCHC18	ZCCHC18	HGNC:32459
ENSG00000119686	ENSG00000119686.10	FLVCR2	FLVCR2	HGNC:20105
ENSG00000043039	ENSG00000043039.7	BARX2	BARX2	HGNC:956
ENSG00000186496	ENSG00000186496.12	ZNF396	ZNF396	HGNC:18824
ENSG00000173626	ENSG00000173626.10	TRAPPC3L	TRAPPC3L	HGNC:21090
ENSG00000158639	ENSG00000158639.13	PAGE5	PAGE5	HGNC:29992
ENSG00000146409	ENSG00000146409.12	SLC18B1	SLC18B1	HGNC:21573
ENSG00000214688	ENSG00000214688.6	C10orf105	C10orf105	HGNC:20304
ENSG00000107738	ENSG00000107738.20	VSIR	VSIR	HGNC:30085
ENSG00000153391	ENSG00000153391.16	INO80C	INO80C	HGNC:26994
ENSG00000102387	ENSG00000102387.16	TAF7L	TAF7L	HGNC:11548
ENSG00000149557	ENSG00000149557.14	FEZ1	FEZ1	HGNC:3659
ENSG00000107736	ENSG00000107736.22	CDH23	CDH23	HGNC:13733
ENSG00000164904	ENSG00000164904.18	ALDH7A1	ALDH7A1	HGNC:877
ENSG00000146072	ENSG00000146072.6	TNFRSF21	TNFRSF21	HGNC:13469
ENSG00000182035	ENSG00000182035.13	ADIG	ADIG	HGNC:28606
ENSG00000114446	ENSG00000114446.5	IFT57	IFT57	HGNC:17367
ENSG00000276379	ENSG00000276379.1	KIR3DL1	KIR3DL1	HGNC:6338
ENSG00000277484	ENSG00000277484.5	KIR2DL3	KIR2DL3	HGNC:6331
ENSG00000019186	ENSG00000019186.10	CYP24A1	CYP24A1	HGNC:2602
ENSG00000275433	ENSG00000275433.1	KIR3DL3	KIR3DL3	HGNC:16312
ENSG00000134042	ENSG00000134042.14	MRO	MRO	HGNC:24121
ENSG00000273738	ENSG00000273738.4	FCAR	FCAR	HGNC:3608
ENSG00000167874	ENSG00000167874.7	TMEM88	TMEM88	HGNC:32371
ENSG00000118514	ENSG00000118514.14	ALDH8A1	ALDH8A1	HGNC:15471
ENSG00000258223	ENSG00000258223.6	PRSS58	PRSS58	HGNC:39125
ENSG00000182224	ENSG00000182224.12	CYB5D1	CYB5D1	HGNC:26516
ENSG00000005889	ENSG00000005889.16	ZFX	ZFX	HGNC:12869
ENSG00000114520	ENSG00000114520.11	SNX4	SNX4	HGNC:11175
ENSG00000170043	ENSG00000170043.12	TRAPPC1	TRAPPC1	HGNC:19894
ENSG00000136286	ENSG00000136286.16	MYO1G	MYO1G	HGNC:13880
ENSG00000119685	ENSG00000119685.20	TTLL5	TTLL5	HGNC:19963
ENSG00000109576	ENSG00000109576.14	AADAT	AADAT	HGNC:17929
ENSG00000064787	ENSG00000064787.14	BCAS1	BCAS1	HGNC:974
ENSG00000170037	ENSG00000170037.14	CNTROB	CNTROB	HGNC:29616
ENSG00000274696	ENSG00000274696.2	KIR3DL3	KIR3DL3	HGNC:16312
ENSG00000111880	ENSG00000111880.16	RNGTT	RNGTT	HGNC:10073
ENSG00000260456	ENSG00000260456.7	C16orf95	C16orf95	HGNC:40033
ENSG00000091664	ENSG00000091664.9	SLC17A6	SLC17A6	HGNC:16703
ENSG00000121578	ENSG00000121578.13	B4GALT4	B4GALT4	HGNC:927
ENSG00000278087	ENSG00000278087.4	NOMO3	NOMO3	HGNC:25242
ENSG00000186260	ENSG00000186260.17	MRTFB	MRTFB	HGNC:29819
ENSG00000163235	ENSG00000163235.16	TGFA	TGFA	HGNC:11765
ENSG00000274782	ENSG00000274782.1	KIR2DL1	KIR2DL1	HGNC:6329
ENSG00000126752	ENSG00000126752.8	SSX1	SSX1	HGNC:11335
ENSG00000082212	ENSG00000082212.13	ME2	ME2	HGNC:6984
ENSG00000275397	ENSG00000275397.2	DHRS11	DHRS11	HGNC:28639
ENSG00000149256	ENSG00000149256.16	TENM4	TENM4	HGNC:29945
ENSG00000274955	ENSG00000274955.4	KIR2DL4	KIR2DL4	HGNC:6332
ENSG00000197779	ENSG00000197779.15	ZNF81	ZNF81	HGNC:13156
ENSG00000122787	ENSG00000122787.15	AKR1D1	AKR1D1	HGNC:388
ENSG00000080561	ENSG00000080561.14	MID2	MID2	HGNC:7096
ENSG00000115875	ENSG00000115875.19	SRSF7	SRSF7	HGNC:10789
ENSG00000146378	ENSG00000146378.6	TAAR2	TAAR2	HGNC:4514
ENSG00000273780	ENSG00000273780.2	ARHGAP23	ARHGAP23	HGNC:29293
ENSG00000278079	ENSG00000278079.6	KIR3DL1	KIR3DL1	HGNC:6338
ENSG00000123545	ENSG00000123545.6	NDUFAF4	NDUFAF4	HGNC:21034
ENSG00000189007	ENSG00000189007.16	ADAT2	ADAT2	HGNC:21172
ENSG00000154127	ENSG00000154127.10	UBASH3B	UBASH3B	HGNC:29884
ENSG00000071243	ENSG00000071243.16	ING3	ING3	HGNC:14587
ENSG00000132429	ENSG00000132429.10	POPDC3	POPDC3	HGNC:17649
ENSG00000142279	ENSG00000142279.13	WTIP	WTIP	HGNC:20964
ENSG00000111817	ENSG00000111817.19	DSE	DSE	HGNC:21144
ENSG00000168594	ENSG00000168594.15	ADAM29	ADAM29	HGNC:207
ENSG00000120498	ENSG00000120498.14	TEX11	TEX11	HGNC:11733
ENSG00000205609	ENSG00000205609.13	EIF3CL	EIF3CL	HGNC:26347
ENSG00000133935	ENSG00000133935.7	ERG28	ERG28	HGNC:1187
ENSG00000132518	ENSG00000132518.7	GUCY2D	GUCY2D	HGNC:4689
ENSG00000196357	ENSG00000196357.12	ZNF565	ZNF565	HGNC:26726
ENSG00000204300	ENSG00000204300.7	TMEM225	TMEM225	HGNC:32390
ENSG00000215251	ENSG00000215251.5	FASTKD5	FASTKD5	HGNC:25790
ENSG00000172315	ENSG00000172315.6	TP53RK	TP53RK	HGNC:16197
ENSG00000183283	ENSG00000183283.16	DAZAP2	DAZAP2	HGNC:2684
ENSG00000089916	ENSG00000089916.18	GPATCH2L	GPATCH2L	HGNC:20210
ENSG00000101161	ENSG00000101161.8	PRPF6	PRPF6	HGNC:15860
ENSG00000179593	ENSG00000179593.16	ALOX15B	ALOX15B	HGNC:434
ENSG00000061656	ENSG00000061656.11	SPAG4	SPAG4	HGNC:11214
ENSG00000134910	ENSG00000134910.14	STT3A	STT3A	HGNC:6172
ENSG00000225614	ENSG00000225614.4	ZNF469	ZNF469	HGNC:23216
ENSG00000161558	ENSG00000161558.11	TMEM143	TMEM143	HGNC:25603
ENSG00000164494	ENSG00000164494.12	PDSS2	PDSS2	HGNC:23041
ENSG00000278606	ENSG00000278606.4	KIR2DL4	KIR2DL4	HGNC:6332
ENSG00000108179	ENSG00000108179.14	PPIF	PPIF	HGNC:9259
ENSG00000278427	ENSG00000278427.5	KIR3DL1	KIR3DL1	HGNC:6338
ENSG00000184110	ENSG00000184110.15	EIF3C	EIF3C	HGNC:3279
ENSG00000215712	ENSG00000215712.11	TMEM242	TMEM242	HGNC:17206
ENSG00000164122	ENSG00000164122.9	ASB5	ASB5	HGNC:17180
ENSG00000101782	ENSG00000101782.15	RIOK3	RIOK3	HGNC:11451
ENSG00000240204	ENSG00000240204.3	SMKR1	SMKR1	HGNC:43561
ENSG00000173557	ENSG00000173557.15	CIMIP2C	CIMIP2C	HGNC:27938
ENSG00000165424	ENSG00000165424.7	ZCCHC24	ZCCHC24	HGNC:26911
ENSG00000175183	ENSG00000175183.10	CSRP2	CSRP2	HGNC:2470
ENSG00000127366	ENSG00000127366.5	TAS2R5	TAS2R5	HGNC:14912
ENSG00000276084	ENSG00000276084.1	KIR3DL3	KIR3DL3	HGNC:16312
ENSG00000185303	ENSG00000185303.17	SFTPA2	SFTPA2	HGNC:10799
ENSG00000198185	ENSG00000198185.12	ZNF334	ZNF334	HGNC:15806
ENSG00000057663	ENSG00000057663.16	ATG5	ATG5	HGNC:589
ENSG00000002745	ENSG00000002745.13	WNT16	WNT16	HGNC:16267
ENSG00000162869	ENSG00000162869.16	PPP1R21	PPP1R21	HGNC:30595
ENSG00000237440	ENSG00000237440.9	ZNF737	ZNF737	HGNC:32468
ENSG00000119650	ENSG00000119650.13	IFT43	IFT43	HGNC:29669
ENSG00000169087	ENSG00000169087.11	HSPBAP1	HSPBAP1	HGNC:16389
ENSG00000234224	ENSG00000234224.3	TMEM229A	TMEM229A	HGNC:37279
ENSG00000150628	ENSG00000150628.7	SPATA4	SPATA4	HGNC:17333
ENSG00000172331	ENSG00000172331.12	BPGM	BPGM	HGNC:1093
ENSG00000100983	ENSG00000100983.12	GSS	GSS	HGNC:4624
ENSG00000275416	ENSG00000275416.4	KIR3DL2	KIR3DL2	HGNC:6339
ENSG00000114638	ENSG00000114638.8	UPK1B	UPK1B	HGNC:12578
ENSG00000277833	ENSG00000277833.4	KIR2DL1	KIR2DL1	HGNC:6329
ENSG00000179477	ENSG00000179477.11	ALOX12B	ALOX12B	HGNC:430
ENSG00000006530	ENSG00000006530.18	AGK	AGK	HGNC:21869
ENSG00000145414	ENSG00000145414.9	NAF1	NAF1	HGNC:25126
ENSG00000105176	ENSG00000105176.18	URI1	URI1	HGNC:13236
ENSG00000100154	ENSG00000100154.15	TTC28	TTC28	HGNC:29179
ENSG00000122852	ENSG00000122852.15	SFTPA1	SFTPA1	HGNC:10798
ENSG00000054690	ENSG00000054690.14	PLEKHH1	PLEKHH1	HGNC:17733
ENSG00000120833	ENSG00000120833.14	SOCS2	SOCS2	HGNC:19382
ENSG00000147138	ENSG00000147138.3	GPR174	GPR174	HGNC:30245
ENSG00000275903	ENSG00000275903.2	PSMB3	PSMB3	HGNC:9540
ENSG00000125354	ENSG00000125354.24	SEPTIN6	SEPTIN6	HGNC:15848
ENSG00000141452	ENSG00000141452.11	RMC1	RMC1	HGNC:24326
ENSG00000179111	ENSG00000179111.9	HES7	HES7	HGNC:15977
ENSG00000185758	ENSG00000185758.9	CLDN24	CLDN24	HGNC:37200
ENSG00000282087	ENSG00000282087.2	TBC1D3F	TBC1D3F	HGNC:18257
ENSG00000164144	ENSG00000164144.16	ARFIP1	ARFIP1	HGNC:21496
ENSG00000184459	ENSG00000184459.10	BPIFC	BPIFC	HGNC:16503
ENSG00000179029	ENSG00000179029.15	TMEM107	TMEM107	HGNC:28128
ENSG00000102189	ENSG00000102189.17	EEA1	EEA1	HGNC:3185
ENSG00000275699	ENSG00000275699.4	KIR2DL4	KIR2DL4	HGNC:6332
ENSG00000185056	ENSG00000185056.10	C5orf47	C5orf47	HGNC:27026
ENSG00000274402	ENSG00000274402.1	KIR2DL3	KIR2DL3	HGNC:6331
ENSG00000100379	ENSG00000100379.18	KCTD17	KCTD17	HGNC:25705
ENSG00000131116	ENSG00000131116.12	ZNF428	ZNF428	HGNC:20804
ENSG00000163519	ENSG00000163519.14	TRAT1	TRAT1	HGNC:30698
ENSG00000275637	ENSG00000275637.4	NCR1	NCR1	HGNC:6731
ENSG00000275486	ENSG00000275486.5	KIR3DL1	KIR3DL1	HGNC:6338
ENSG00000196544	ENSG00000196544.8	BORCS6	BORCS6	HGNC:25939
ENSG00000275626	ENSG00000275626.4	KIR3DL2	KIR3DL2	HGNC:6339
ENSG00000100564	ENSG00000100564.9	PIGH	PIGH	HGNC:8964
ENSG00000183072	ENSG00000183072.10	NKX2-5	NKX2-5	HGNC:2488
ENSG00000062650	ENSG00000062650.20	WAPL	WAPL	HGNC:23293
ENSG00000131941	ENSG00000131941.8	RHPN2	RHPN2	HGNC:19974
ENSG00000109929	ENSG00000109929.10	SC5D	SC5D	HGNC:10547
ENSG00000178999	ENSG00000178999.13	AURKB	AURKB	HGNC:11390
ENSG00000277317	ENSG00000277317.5	KIR2DL3	KIR2DL3	HGNC:6331
ENSG00000170214	ENSG00000170214.5	ADRA1B	ADRA1B	HGNC:278
ENSG00000276930	ENSG00000276930.1	KIR3DL3	KIR3DL3	HGNC:16312
ENSG00000170819	ENSG00000170819.5	BFSP2	BFSP2	HGNC:1041
ENSG00000171522	ENSG00000171522.6	PTGER4	PTGER4	HGNC:9596
ENSG00000141458	ENSG00000141458.13	NPC1	NPC1	HGNC:7897
ENSG00000081181	ENSG00000081181.8	ARG2	ARG2	HGNC:664
ENSG00000183111	ENSG00000183111.12	ARHGEF37	ARHGEF37	HGNC:34430
ENSG00000128165	ENSG00000128165.9	ADM2	ADM2	HGNC:28898
ENSG00000158186	ENSG00000158186.13	MRAS	MRAS	HGNC:7227
ENSG00000275288	ENSG00000275288.6	KIR3DL1	KIR3DL1	HGNC:6338
ENSG00000123213	ENSG00000123213.23	NLN	NLN	HGNC:16058
ENSG00000111785	ENSG00000111785.21	RIC8B	RIC8B	HGNC:25555
ENSG00000166118	ENSG00000166118.8	SPATA19	SPATA19	HGNC:30614
ENSG00000276480	ENSG00000276480.5	MYH11	MYH11	HGNC:7569
ENSG00000269858	ENSG00000269858.6	EGLN2	EGLN2	HGNC:14660
ENSG00000112378	ENSG00000112378.12	PERP	PERP	HGNC:17637
ENSG00000100253	ENSG00000100253.13	MIOX	MIOX	HGNC:14522
ENSG00000100568	ENSG00000100568.11	VTI1B	VTI1B	HGNC:17793
ENSG00000135951	ENSG00000135951.16	TSGA10	TSGA10	HGNC:14927
ENSG00000111962	ENSG00000111962.8	UST	UST	HGNC:17223
ENSG00000138109	ENSG00000138109.11	CYP2C9	CYP2C9	HGNC:2623
ENSG00000131019	ENSG00000131019.11	ULBP3	ULBP3	HGNC:14895
ENSG00000275083	ENSG00000275083.4	KIR3DL2	KIR3DL2	HGNC:6339
ENSG00000278271	ENSG00000278271.1	KIR2DL4	KIR2DL4	HGNC:6332
ENSG00000131016	ENSG00000131016.17	AKAP12	AKAP12	HGNC:370
ENSG00000149571	ENSG00000149571.12	KIRREL3	KIRREL3	HGNC:23204
ENSG00000072042	ENSG00000072042.13	RDH11	RDH11	HGNC:17964
ENSG00000155918	ENSG00000155918.8	RAET1L	RAET1L	HGNC:16798
ENSG00000218336	ENSG00000218336.9	TENM3	TENM3	HGNC:29944
ENSG00000278755	ENSG00000278755.1	KIR2DL1	KIR2DL1	HGNC:6329
ENSG00000138115	ENSG00000138115.15	CYP2C8	CYP2C8	HGNC:2622
ENSG00000105767	ENSG00000105767.3	CADM4	CADM4	HGNC:30825
ENSG00000154065	ENSG00000154065.17	ANKRD29	ANKRD29	HGNC:27110
ENSG00000112742	ENSG00000112742.10	TTK	TTK	HGNC:12401
ENSG00000173320	ENSG00000173320.12	STOX2	STOX2	HGNC:25450
ENSG00000198643	ENSG00000198643.7	FAM3D	FAM3D	HGNC:18665
ENSG00000184845	ENSG00000184845.4	DRD1	DRD1	HGNC:3020
ENSG00000105738	ENSG00000105738.11	SIPA1L3	SIPA1L3	HGNC:23801
ENSG00000278726	ENSG00000278726.4	KIR3DL2	KIR3DL2	HGNC:6339
ENSG00000165891	ENSG00000165891.16	E2F7	E2F7	HGNC:23820
ENSG00000186480	ENSG00000186480.13	INSIG1	INSIG1	HGNC:6083
ENSG00000274254	ENSG00000274254.1	KIR3DL3	KIR3DL3	HGNC:16312
ENSG00000120725	ENSG00000120725.13	SIL1	SIL1	HGNC:24624
ENSG00000129128	ENSG00000129128.13	SPCS3	SPCS3	HGNC:26212
ENSG00000100241	ENSG00000100241.22	SBF1	SBF1	HGNC:10542
ENSG00000139988	ENSG00000139988.10	RDH12	RDH12	HGNC:19977
ENSG00000184108	ENSG00000184108.8	TRIML1	TRIML1	HGNC:26698
ENSG00000178921	ENSG00000178921.14	PFAS	PFAS	HGNC:8863
ENSG00000100991	ENSG00000100991.12	TRPC4AP	TRPC4AP	HGNC:16181
ENSG00000119314	ENSG00000119314.16	PTBP3	PTBP3	HGNC:10253
ENSG00000134755	ENSG00000134755.19	DSC2	DSC2	HGNC:3036
ENSG00000151617	ENSG00000151617.17	EDNRA	EDNRA	HGNC:3179
ENSG00000133627	ENSG00000133627.18	ACTR3B	ACTR3B	HGNC:17256
ENSG00000059573	ENSG00000059573.9	ALDH18A1	ALDH18A1	HGNC:9722
ENSG00000022267	ENSG00000022267.19	FHL1	FHL1	HGNC:3702
ENSG00000114125	ENSG00000114125.14	RNF7	RNF7	HGNC:10070
ENSG00000136327	ENSG00000136327.7	NKX2-8	NKX2-8	HGNC:16364
ENSG00000198807	ENSG00000198807.13	PAX9	PAX9	HGNC:8623
ENSG00000139324	ENSG00000139324.12	TMTC3	TMTC3	HGNC:26899
ENSG00000007541	ENSG00000007541.17	PIGQ	PIGQ	HGNC:14135
ENSG00000168813	ENSG00000168813.17	ZNF507	ZNF507	HGNC:23783
ENSG00000072415	ENSG00000072415.10	PALS1	PALS1	HGNC:18669
ENSG00000065485	ENSG00000065485.20	PDIA5	PDIA5	HGNC:24811
ENSG00000138185	ENSG00000138185.20	ENTPD1	ENTPD1	HGNC:3363
ENSG00000100554	ENSG00000100554.12	ATP6V1D	ATP6V1D	HGNC:13527
ENSG00000113300	ENSG00000113300.13	CNOT6	CNOT6	HGNC:14099
ENSG00000125434	ENSG00000125434.11	SLC25A35	SLC25A35	HGNC:31921
ENSG00000124092	ENSG00000124092.13	CTCFL	CTCFL	HGNC:16234
ENSG00000085662	ENSG00000085662.14	AKR1B1	AKR1B1	HGNC:381
ENSG00000135953	ENSG00000135953.11	MFSD9	MFSD9	HGNC:28158
ENSG00000106692	ENSG00000106692.15	FKTN	FKTN	HGNC:3622
ENSG00000196104	ENSG00000196104.11	SPOCK3	SPOCK3	HGNC:13565
ENSG00000075035	ENSG00000075035.10	WSCD2	WSCD2	HGNC:29117
ENSG00000011422	ENSG00000011422.12	PLAUR	PLAUR	HGNC:9053
ENSG00000138459	ENSG00000138459.9	SLC35A5	SLC35A5	HGNC:20792
ENSG00000138131	ENSG00000138131.4	LOXL4	LOXL4	HGNC:17171
ENSG00000108961	ENSG00000108961.14	RANGRF	RANGRF	HGNC:17679
ENSG00000112306	ENSG00000112306.8	RPS12	RPS12	HGNC:10385
ENSG00000164411	ENSG00000164411.12	GJB7	GJB7	HGNC:16690
ENSG00000214357	ENSG00000214357.9	NEURL1B	NEURL1B	HGNC:35422
ENSG00000115665	ENSG00000115665.9	SLC5A7	SLC5A7	HGNC:14025
ENSG00000156395	ENSG00000156395.14	SORCS3	SORCS3	HGNC:16699
ENSG00000198844	ENSG00000198844.12	ARHGEF15	ARHGEF15	HGNC:15590
ENSG00000145103	ENSG00000145103.15	ILDR1	ILDR1	HGNC:28741
ENSG00000153721	ENSG00000153721.19	CNKSR3	CNKSR3	HGNC:23034
ENSG00000197771	ENSG00000197771.13	MCMBP	MCMBP	HGNC:25782
ENSG00000039319	ENSG00000039319.17	ZFYVE16	ZFYVE16	HGNC:20756
ENSG00000100883	ENSG00000100883.13	SRP54	SRP54	HGNC:11301
ENSG00000256870	ENSG00000256870.3	SLC5A8	SLC5A8	HGNC:19119
ENSG00000125538	ENSG00000125538.12	IL1B	IL1B	HGNC:5992
ENSG00000184650	ENSG00000184650.11	ODF4	ODF4	HGNC:19056
ENSG00000196296	ENSG00000196296.14	ATP2A1	ATP2A1	HGNC:811
ENSG00000284013	ENSG00000284013.2	KIR2DL4	KIR2DL4	HGNC:6332
ENSG00000161970	ENSG00000161970.15	RPL26	RPL26	HGNC:10327
ENSG00000138135	ENSG00000138135.7	CH25H	CH25H	HGNC:1907
ENSG00000214128	ENSG00000214128.11	TMEM213	TMEM213	HGNC:27220
ENSG00000107798	ENSG00000107798.18	LIPA	LIPA	HGNC:6617
ENSG00000158220	ENSG00000158220.14	ESYT3	ESYT3	HGNC:24295
ENSG00000278430	ENSG00000278430.4	KIR2DL4	KIR2DL4	HGNC:6332
ENSG00000122779	ENSG00000122779.18	TRIM24	TRIM24	HGNC:11812
ENSG00000147912	ENSG00000147912.13	FBXO10	FBXO10	HGNC:13589
ENSG00000178904	ENSG00000178904.19	DPY19L3	DPY19L3	HGNC:27120
ENSG00000150938	ENSG00000150938.10	CRIM1	CRIM1	HGNC:2359
ENSG00000118689	ENSG00000118689.15	FOXO3	FOXO3	HGNC:3821
ENSG00000276433	ENSG00000276433.1	KIR3DL3	KIR3DL3	HGNC:16312
ENSG00000168438	ENSG00000168438.15	CDC40	CDC40	HGNC:17350
ENSG00000075188	ENSG00000075188.9	NUP37	NUP37	HGNC:29929
ENSG00000161973	ENSG00000161973.11	CCDC42	CCDC42	HGNC:26528
ENSG00000175768	ENSG00000175768.13	TOMM5	TOMM5	HGNC:31369
ENSG00000185156	ENSG00000185156.6	MFSD6L	MFSD6L	HGNC:26656
ENSG00000119977	ENSG00000119977.22	TCTN3	TCTN3	HGNC:24519
ENSG00000284510	ENSG00000284510.2	KIR2DL3	KIR2DL3	HGNC:6331
ENSG00000070601	ENSG00000070601.10	FRMPD1	FRMPD1	HGNC:29159
ENSG00000197798	ENSG00000197798.9	FAM118B	FAM118B	HGNC:26110
ENSG00000006459	ENSG00000006459.11	KDM7A	KDM7A	HGNC:22224
ENSG00000163541	ENSG00000163541.12	SUCLG1	SUCLG1	HGNC:11449
ENSG00000274193	ENSG00000274193.4	KIR2DL4	KIR2DL4	HGNC:6332
ENSG00000111144	ENSG00000111144.10	LTA4H	LTA4H	HGNC:6710
ENSG00000284401	ENSG00000284401.2	KIR2DL1	KIR2DL1	HGNC:6329
ENSG00000118007	ENSG00000118007.13	STAG1	STAG1	HGNC:11354
ENSG00000183742	ENSG00000183742.13	MACC1	MACC1	HGNC:30215
ENSG00000065320	ENSG00000065320.9	NTN1	NTN1	HGNC:8029
ENSG00000274692	ENSG00000274692.1	KIR2DL1	KIR2DL1	HGNC:6329
